,Title,Date
26087,Microsoft&quot;s Lumia 535 is colourful and cheap,11/11/14
26088,"Goodbye Nokia, hello Microsoft Lumia 535 (hands-on)",11/11/14
26089,Microsoft drops Nokia name with newest Lumia phone,11/11/14
26090,Microsoft drops Nokia name with newest Lumia phone,11/11/14
26091,Microsoft drops Nokia name with newest Lumia phone,11/11/14
26092,"Microsoft Lumia 535: ""5x5x5"" innovation with an affordable price tag",11/11/14
26093,Trademark Filing Shows Microsoft May Be Bringing Battletoads Back To Life Fox Xbox One,11/10/14
26094,Rackspace Announces Microsoft Cloud Support,11/10/14
26095,Rackspace Joins Microsoft Cloud OS Network To Expand Managed Private Cloud Portfolio,11/10/14
26096,Comtech Telecomm. Corp. (CMTL): First Eagle Investment Management Inches Up Position to 10%,11/10/14
26097,Apple (AAPL) Releases Online Tool To Fix iMessage Bug,11/10/14
26098,iPad is Apple&quot;s unanswered revolution: Microsoft is feeding the beast that Google can&quot;t defeat,11/10/14
26099,Microsoft Just Put Billions at Risk by Giving Office Away,11/10/14
26100,Microsoft CEO Satya Nadella praises UK startups and digital infrastructures,11/10/14
26101,Microsoft EVP Lisa Brummel to Retire at End of Year,11/10/14
26102,Microsoft EVP Lisa Brummel to retire at end of year,11/10/14
26103,"""Staggering"" Energy Storage News From California",11/10/14
26104,Campaign Spotlight: Microsoft Hopes This Video Game Collection Wings Its Way to Success,11/10/14
26105,Online Travel & Advertising Boosted by Stronger Economy - Zacks Analyst Interviews,11/10/14
26106,Online Travel & Advertising Boosted by Stronger Economy - Industry Outlook,11/10/14
26107,Gates: Progress being made on Ebola,11/10/14
26108,Microsoft (MSFT) Releases Xbox One Update,11/10/14
26109,Interesting January 2015 Stock Options for Microsoft,11/10/14
26110,Microsoft CEO Satya Nadella&quot;s first UK speech: Says it best when he says nothing at all,11/10/14
26111,"Dell World conference unveils PowerEdge FX2, new tablet and storage offerings",11/10/14
26112,Interesting January 2015 Stock Options for MSFT,11/10/14
26113,This Is Amazon.com&quot;s Take On The Virtual Assistant,11/10/14
26114,Microsoft CEO Satya Nadella&quot;s first UK keynote is damp squib,11/10/14
26115,iPad is Apple&quot;s unanswered revolution,11/10/14
26116,Dell Isn&quot;t Competing With Apple (AAPL) Per Se With New Tablets: James Johnston,11/10/14
26117,This is Why Microsoft Corporation Will Win the Cloud Wars,11/10/14
26118,Videogame Industry Rallies Around First &quot;Game Awards&quot; (EXCLUSIVE),11/10/14
26119,"Apple to open Cambridge, UK R&amp;D center in &quot;next few weeks&quot;",11/10/14
26120,John W. Thompson Joins Illumio&quot;s Board of Directors,11/10/14
26121,Microsoft Chairman Thompson Joins Board of Security Startup Illumio,11/10/14
26122,Microsoft CEO Satya Nadella hails cheap computing as key to startup success,11/10/14
26123,Windows to blame for Home Depot&quot;s gigantic security breach; senior executives given new MacBooks and iPhones,11/10/14
26124,"Microsoft CEO Satya Nadella talks mobile-first, cloud-first",11/10/14
26125,Apple (AAPL) Tops World&quot;s Most Valuable Brands List,11/10/14
26126,"Top Wall Street Stories: MoSys (NASDAQ:MOSY), Microsoft Corporation (NASDAQ:MSFT), Avery Dennison Corporation (NYSE:AVY), Springleaf Holdings, LLC (NYSE:LEAF), Liberator Medical Holdings (NYSEMKT:LBMH)",11/10/14
26127,Reviving BlackBerry (BBRY) Expects Profits Soon,11/10/14
26128,Ingram Micro Wins Microsoft&quot;s Excellence in Operations -- Gold Level Award,11/10/14
26129,Output Factory Server for Adobe InDesign Now Supports Mac OS X Yosemite,11/10/14
26130,Opera to Add 100 Million Users Through Microsoft Pact,11/10/14
26131,Opera to Add 100 Million Users Through Microsoft Pact,11/10/14
26132,Microsoft Nokia Lumia 830 review: A midrange phone with few regrets,11/10/14
26133,Microsoft (MSFT) Word App Claims Top Spot On Apple (AAPL) App Store,11/10/14
26134,"Stocks in Focus: Microsoft Corporation (NASDAQ:MSFT), Peregrine Pharmaceuticals (NASDAQ:PPHM), American River Bankshares (NASDAQ:AMRB), Exlservice Holdings (NASDAQ:EXLS), First Solar (NASDAQ:FSLR)",11/10/14
26135,Microsoft Corporation (MSFT): Developers Guideline to Featuring On Xbox Platform,11/10/14
26136,How a New York Office Building Next to a Kmart Became a Magnet for Celebrities,11/10/14
26137,"MEDIA-Google in race with Facebook, Microsoft for a slice of digital India - Economic Times",11/10/14
26138,"MEDIA-Google in race with Facebook, Microsoft for a slice of digital India - Economic Times",11/10/14
26139,"Weekly Highlights: Apple Pay Gets Rewards, Disney Expands Movie Deal And More",11/10/14
26140,"Why Google, Microsoft, and Yahoo are buying up wind energy",11/9/14
26141,"Market Movers: Skyworks Solutions (NASDAQ:SWKS), Zoetis (NYSE:ZTS), Outerwall (NASDAQ:OUTR), Microsoft Corporation (NASDAQ:MSFT), Datalink Corporation (NASDAQ:DTLK)",11/9/14
26142,Moto 360 vs Microsoft Band: Which Is the Bigger Apple Watch Threat?,11/9/14
26143,Apple Inc. (AAPL) Working On Self-Branded Beats Headphones,11/9/14
26144,Microsoft&quot;s approach to green lighting new games,11/8/14
26145,"Stocks in Focus: Microsoft Corporation (NASDAQ:MSFT), Peregrine Pharmaceuticals (NASDAQ:PPHM), American River Bankshares (NASDAQ:AMRB), Exlservice Holdings (NASDAQ:EXLS), First Solar (NASDAQ:FSLR)",11/8/14
26146,"Active Stocks: Exelon Corporation (NYSE:EXC), Microsoft Corporation (NASDAQ:MSFT), Oiltanking Partners, L.P. (NYSE:OILT), DeVry Education Group (NYSE:DV), Amedisys (NASDAQ:AMED)",11/8/14
26147,Microsoft (MSFT) Lumia Smartphone Set To Launch Next Week,11/8/14
26148,"Apple Loop: ElevenA iPhone Tips,A Apple Watch SDK, Xperia Defeats iPhone",11/8/14
26149,Amazon Echo: The Retail Giant&quot;s (AMZN) New Interactive Speakers,11/7/14
26150,"Microsoft, Amazon, Tableau and Zillow: Which Seattle tech company fared best this quarter?",11/7/14
26151,Did you pay to edit Office docs on an iPad? Now you can get some money back,11/7/14
26152,Goldman Sachs Hired More Yale Graduates This Year Than Any Other Company,11/7/14
26153,Microsoft Teases First Rebranded Lumia,11/7/14
26154,Lenovo May Leap into Low-Cost Chromebook Market Next Year,11/7/14
26155,Microsoft (MSFT) Releases Teaser For First Non-Nokia Lumia Smartphone; Launch Slated For November 11,11/7/14
26156,Microsoft Posts Another 52-Week High on Friday,11/7/14
26157,Microsoft Makes Another Bold Mobile Move,11/7/14
26158,Microsoft offers Office 365 refunds to iPad users after launching free version,11/7/14
26159,Market Update: Microsoft Corporation (NASDAQ:MSFT) - Microsoft announces partnership with IBM,11/7/14
26160,Microsoft Corporation To Unveil First Lumia Phone Next Week,11/7/14
26161,Microsoft Makes Office Apps Free for iOS,11/7/14
26162,"Dow 30 Stock Roundup: Chevron, Exxon Beat Estimates, Microsoft Partners with Dropbox - Analyst Blog",11/7/14
26163,Why Microsoft Stock Is Now a Buy,11/7/14
26164,"What&quot;s New in Digital and Social Media Research: Twitter as the new ""boys on the bus,"" and how we talk about the Dark Web",11/7/14
26165,"Beginning Saturday, Microsoft and Apple in the same wing at NorthPark Mall",11/7/14
26166,Microsoft. Broadcom Among Early Tech Decliners,11/7/14
26167,"US equities decline, DJIA falls 0.34%",11/7/14
26168,Nokia Lumia 830 Windows Phone Review: High Quality at an Afforadable Price,11/7/14
26169,Microsoft. Broadcom among early tech decliners,11/7/14
26170,Is Shell Boosting Its Presence In Cleantech?,11/7/14
26171,"Nokia&quot;s Name Erased, Replaced By Prominent Microsoft Branding On Leaked Lumia",11/7/14
26172,BlackBerry Ltd Included In Top 100 Global Innovators List,11/7/14
26173,Are Microsoft Corporation (MSFT) And Google Inc (GOOGL) Responsible For Gender Gap In Computer Science Programs?,11/7/14
26174,First Microsoft &quot;Nokia-less&quot; Lumia Windows phone coming Nov. 11,11/7/14
26175,BatchOutput for Microsoft Excel Now Supports Mac OS X 10.10 Yosemite,11/7/14
26176,Microsoft surpasses $400B in market value,11/7/14
26177,Apple Inc. Said To Be Running Suspicious Web Crawler [REPORT],11/7/14
26178,Microsoft&quot;s first Nokia-less Lumia will be revealed Tuesday,11/7/14
26179,"Fast Moving Stocks: Peabody Energy Corp. (NYSE:BTU), Microsoft Corporation (NASDAQ:MSFT), Best Buy Co., Inc. (NYSE:BBY), Flushing Financial Corp. (NASDAQ:FFIC), Bio-Path Holdings (NASDAQ:BPTH)",11/7/14
26180,"Microsoft teases first non-Nokia Lumia, to be unveiled next week",11/7/14
26181,Bye bye Nokia; Microsoft to launch a new phone under its brand,11/7/14
26182,Amazon Launches Echo - A Siri-Like Digital Assistant,11/7/14
26183,Microsoft begins offering free iPhone Office apps,11/7/14
26184,BatchOutput for Microsoft Excel Now Supports Mac OS X 10.10 Yosemite,11/7/14
26185,Huge bearish play hits Microsoft,11/7/14
26186,Microsoft makes Office free on mobile,11/7/14
26187,BatchOutput XLS,11/7/14
26188,Microsoft Office Offers Free Content Creation And Editing For iOS And Android Apps,11/7/14
26189,Microsoft Corporation (MSFT) Leaps Forward Against Google Inc. (GOOGL) On Smart Wear Battle,11/7/14
26190,"Microsoft, Siemens team up on power monitoring for fuel cell data center",11/7/14
26191,"Microsoft Surface Pro, Meet Apple iPad Stand",11/7/14
26192,It&quot;s Nadella&quot;s Microsoft now as the company decouples Windows and Office,11/7/14
26193,"Fast Money Halftime Report Final Trade From November 6: CBS, Microsoft, United Technologies",11/7/14
26194,Amazon Echo is a Star Trek computer for your home,11/6/14
26195,"Dow, S&P 500 Close Yet Again At Record Highs Ahead Of Friday&quot;s Employment Report",11/6/14
26196,"Market Wrap: Dow, S&amp;P 500 Step Further Into Record Territory",11/6/14
26197,Mac Attack: New Malware Targeted At Apple Inc. (AAPL) Devices,11/6/14
26198,"Review: Microsoft Office, Now Free on Mobile, Still Out of Sync Online",11/6/14
26199,Microsoft Surface Tablets Displayed,11/6/14
26200,"iPhone 5S customer, Apple Store, Apple",11/6/14
26201,Microsoft stock inching closer to all-time high,11/6/14
26202,Microsoft and Dropbox Form an Unlikely Alliance,11/6/14
26203,Microsoft Corporation Tests 3D Audio Headset For Vision Impaired,11/6/14
26204,"Microsoft releases new Office apps for iOS, announces test apps for Android",11/6/14
26205,Microsoft Corporation (MSFT) Launches Office Apps For iOS And Android,11/6/14
26206,"Microsoft Updates Office for iPad & Introduces Office For Mobile, Android",11/6/14
26207,"Microsoft releases new Office apps for iOS, announces test apps for Android",11/6/14
26208,Microsoft Gives Away Mobile Office Apps,11/6/14
26209,"Office goes free on phones and tablets: What you get, and what you don&quot;t",11/6/14
26210,"Microsoft offers Office free for Apple, Android mobile devices  Pri0",11/6/14
26211,Microsoft Gives Away Office on Mobile Devices,11/6/14
26212,"Microsoft releases free Office apps for iPhone and iPad, Android coming soon",11/6/14
26213,Microsoft makes Office free on mobile,11/6/14
26214,Apple Is The World&quot;s Most Valuable Brand: Forbes,11/6/14
26215,Microsoft makes Office free on mobile,11/6/14
26216,Microsoft Office Is Now Free on iOS and Android Mobile,11/6/14
26217,Microsoft makes Office free on mobile,11/6/14
26218,iShares Core S&amp;P 500 ETF Experiences Big Inflow,11/6/14
26219,Microsoft makes more Office features free on iPads,11/6/14
26220,National Instruments To Enable Next Generation Design And Test Tools For The Internet Of Things,11/6/14
26221,"Company Update: Microsoft Corporation (NASDAQ:MSFT) - Microsoft releases Office apps for iPhones, iPads",11/6/14
26222,"Microsoft Office Is Now Free for iPhones, iPads and Android",11/6/14
26223,"In major strategy shift, Microsoft Office enables free editing on iPads and iPhones",11/6/14
26224,"Microsoft Office Is Now Free for iPhones, iPads and Android",11/6/14
26225,"Lenovo Surges Outside of China, Posts Major Gains",11/6/14
26226,Microsoft makes Office suite free on mobile,11/6/14
26227,"Qualcomm, AOL among early tech decliners",11/6/14
26228,"Microsoft releases Office apps for iPhones, iPads",11/6/14
26229,Microsoft beefs up Office on iPhone with standalone apps,11/6/14
26230,"Microsoft Office iPad experience comes to iPhone, Android tablet app due in 2015",11/6/14
26231,"Microsoft releases Office apps for iPhones, iPads",11/6/14
26232,Microsoft makes more Office features free on iPads,11/6/14
26233,Microsoft makes more Office features free on iPads,11/6/14
26234,Microsoft Is Giving Away Its Office 365 Mobile Apps,11/6/14
26235,"Microsoft Changes Tack, Making Office Suite Free on Mobile",11/6/14
26236,Microsoft makes more Office features free on iPads,11/6/14
26237,You can use Microsoft Office for free on your iPhone or iPad starting right now,11/6/14
26238,Microsoft unveils new Office apps for iPhone; free editing on any device,11/6/14
26239,"Microsoft releases Office apps for iPhones, iPads",11/6/14
26240,Hands-on with new Office for iPhone (pictures),11/6/14
26241,Microsoft Office for iOS goes free and full-featured on your iPhone,11/6/14
26242,Microsoft to Give Away Mobile Version of Office Software,11/6/14
26243,"Microsoft brings Office to everyone, everywhere",11/6/14
26244,Why This Billion Dollar Hedge Fund is Betting Big on Microsoft Corporation Stock,11/6/14
26245,"Microsoft&quot;s next surprise is free Office for iPad, iPhone, and Android",11/6/14
26246,"Microsoft brings Office to everyone, everywhere",11/6/14
26247,"Stock Highlights: Google Inc (NASDAQ:GOOG), Lexicon Pharmaceuticals (NASDAQ:LXRX), National Interstate Corporation (NASDAQ:NATL), Qualys (NASDAQ:QLYS), West Pharmaceutical Services (NYSE:WST)",11/6/14
26248,"Best Stocks: Microsoft Corporation (NASDAQ:MSFT), Marathon Oil Corporation (NYSE:MRO), Alpha & Omega Semiconductor, Ltd. (NASDAQ:AOSL), Prudential Public (NYSE:PUK), First Horizon National  (NYSE:FHN)",11/6/14
26249,"Wonkblog: ""Like kite-surfing the Internet"": Why Google, Microsoft, and Yahoo are buying up wind energy",11/6/14
26250,Microsoft Band gets a workout,11/6/14
26251,How to Manage an Unplanned Long-Haul Flight,11/6/14
26252,Headset guides blind people in cities,11/6/14
26253,"Apple, Microsoft And Google Are World&quot;s Most Valuable Brands",11/6/14
26254,Unlimited Cloud Storage From Microsoft Could Prove Fatal for Box and Dropbox,11/6/14
26255,Surface Pro 3 used as iPad stands by CNN commentators,11/6/14
26256,Amazon (AMZN) Offers Unlimited Storage on Prime Photos - Analyst Blog,11/6/14
26257,"Microsoft Surface used as iPad kickstand on CNN, live",11/5/14
26258,Why Didn&quot;t Microsoft Corporation Split?,11/5/14
26259,CNN Election Commentators Caught Using Microsoft Surface as iPad Stands,11/5/14
26260,"Bill Gates: Banks Can, Should Take the &quot;Unbanked&quot;",11/5/14
26261,BatchOutput DOC,11/5/14
26262,Microsoft&quot;s Marketing Totally Backfired When CNN Used Its Devices as iPad Stands,11/5/14
26263,Apple ranked the most valuable brand on the planet by Forbes,11/5/14
26264,CNN&quot;s election night coverage featured Microsoft&quot;s Surface being used as an iPad stand,11/5/14
26265,CNN election commentators use Microsoft Surface - to hide the Apple iPads they&quot;re actually using,11/5/14
26266,"Google Inc (GOOGL), Apple Inc (AAPL): Enemy Spotted, No Backup Needed",11/5/14
26267,"Rockwell Collins, Inc. (COL): ValueAct Capital Picks Profits from Long-Term Investment",11/5/14
26268,Microsoft Corporation (MSFT) And Dropbox Announce Partnership,11/5/14
26269,"Insider Selling: Microsoft Director Unloads 7,500,000 Shares of Stock (MSFT)",11/5/14
26270,7 iPad Alternatives to Use in the Classroom,11/5/14
26271,Microsoft Surface loses on election night as CNN commentators use it as iPad kickstand,11/5/14
26272,Microsoft Partners with Dropbox for Online File Sharing,11/5/14
26273,Forbes: Apple the world&quot;s most valuable brand - by far,11/5/14
26274,"Investors Alert: Sprint Corporation (NYSE:S), Microsoft Corporation (NASDAQ:MSFT), Ericsson (NASDAQ:ERIC), the Rubicon Project (NYSE:RUBI), Kirby Corporation (NYSE:KEX)",11/5/14
26275,Marston&quot;s Pubs evolve to hot spots with Microsoft Social Listening and Microsoft Dynamics CRM,11/5/14
26276,Hands-on: Dell Venue 11 Pro 7000 review: The Intel Core M Microsoft Surface challenger,11/5/14
26277,NXT-ID Joins FIDO Alliance as a Sponsor Member,11/5/14
26278,"Apple, Microsoft And Google Are World&quot;s Most Valuable Brands",11/5/14
26279,"Apple, Microsoft And Google Are World&quot;s Most Valuable Brands",11/5/14
26280,"Microsoft and Dropbox to offer Dropbox integration with Office365 - starting with Apple iOS and Android, not Windows Phone",11/5/14
26281,The Wealth Gap Preoccupies Wall Street,11/5/14
26282,Microsoft partners with Dropbox for online file-sharing,11/5/14
26283,Microsoft partners with Dropbox for online file-sharing,11/5/14
26284,Cloud Competitors Closing the Gap On Amazon,11/5/14
26285,BatchOutput for Microsoft Word Now Supports Mac OS X 10.10 Yosemite,11/5/14
26286,Software  Firms Scramble To Jump Into &quot;Containers&quot;,11/5/14
26287,Google Builds New &quot;Freeways&quot; to its Data Centers for Cloud Push,11/5/14
26288,Google pressure on Amazon with cloud service price cuts,11/5/14
26289,"Microsoft (MSFT) Ends Windows 7, Windows 8 Retail Sales - Analyst Blog",11/4/14
26290,"Fates Roundup, Nov. 4, 2014",11/4/14
26291,"Amazon, Disney and Dropbox increase cloud coverage",11/4/14
26292,"Markets Mostly Lower As Americans Head To Vote, Oil Continues To Tumble",11/4/14
26293,"Apple, Samsung, Nokia, Microsoft, LG: Who is Winning the Patent War? [INFOGRAPHIC]",11/4/14
26294,Microsoft Announces Upcoming Events for the Financial Community,11/4/14
26295,Microsoft announces upcoming events for the financial community,11/4/14
26296,Apple Quietly Lands Seattle Firm To Expand Cloud Offerings,11/4/14
26297,BlackBerry Ltd beating the Nasdaq in CEO John Chen&quot;s first year,11/4/14
26298,Microsoft Corporation Partners With Dropbox,11/4/14
26299,Microsoft Band Doesn&quot;t Live Up to Expectations,11/4/14
26300,Apple iPhone continues utter domination with 86% share of handset industry profits,11/4/14
26301,Sony Quarterly Earnings: By the Numbers,11/4/14
26302,Google Inc (GOOGL) Partnering With Walt Disney Co (DIS) On Making Android Even More Renowed,11/4/14
26303,Microsoft and Dropbox team up in mobile,11/4/14
26304,Microsoft partners with Dropbox for online file-sharing,11/4/14
26305,Microsoft partners with Dropbox for online file-sharing,11/4/14
26306,Microsoft partners with Dropbox for online file-sharing,11/4/14
26307,Why Apple in Seattle makes sense,11/4/14
26308,How Google Conquered My Life - and Why Bookmarks Is Next,11/4/14
26309,Company Update: Microsoft Corporation (NASDAQ:MSFT) - Microsoft And Dropbox Announce Strategic Partnership-Pre-IPO Validation?,11/4/14
26310,Stock Update (NASDAQ:INTC): Intel And INRIX Collaborate On Smart Cities Platforms And Applications Powered By Big Data,11/4/14
26311,3 Reasons the Microsoft Band May Be Bigger Than You Think,11/4/14
26312,Microsoft Corporation (MSFT)&quot;s Windows Phone Doubles Its Popularity in The UK,11/4/14
26313,Microsoft Windows 8 And 8.1 Adoption In Double Digits,11/4/14
26314,CS Odessa Updates ConceptDraw Applications to Support OS X Yosemite,11/4/14
26315,Microsoft And Dropbox Announce Strategic Partnership--Pre-IPO Validation?,11/4/14
26316,BatchOutput for Microsoft Word Now Supports Mac OS X 10.10 Yosemite,11/4/14
26317,BatchOutput for Microsoft Word Now Supports Mac OS X 10.10 Yosemite,11/4/14
26318,"Microsoft, Dropbox announce partnership",11/4/14
26319,Microsoft and Dropbox announce strategic partnership to give people more freedom in how they work,11/4/14
26320,Microsoft and Dropbox announce strategic partnership to give people more freedom in how they work,11/4/14
26321,Morningstar Gives AAA Credit Rating to Microsoft (MSFT),11/4/14
26322,CA Technologies extends alliance with Microsoft,11/4/14
26323,"Microsoft Corporation (MSFT), Google Inc (GOOGL): Rising Number Of Tech Listings Might Motivate Some Innovation",11/4/14
26324,"Microsoft may plan to develop larger Surface Pro tablet, DigiTimes reports",11/4/14
26325,"Microsoft developing Skype Translator, Business Insider reports",11/4/14
26326,Samsung reportedly looking to put its healthcare tech into wearables,11/4/14
26327,Reinventing productivity with the Microsoft cloud for business,11/4/14
26328,Reinventing productivity with the Microsoft cloud for business,11/4/14
26329,"From manufacturers to retailers, European companies run on Microsoft Dynamics in the cloud",11/4/14
26330,Would Microsoft Be Better Off Giving Xbox One Away for Free?,11/4/14
26331,"Tomorrow Daily 079: Penguin costumes on rovers, the Internet Arcade, and the Microsoft Band",11/4/14
26332,"Bill Gates sells $578M shares of Microsoft in planned sale, Barron&quot;s says",11/3/14
26333,"Microsoft Layoffs Continue, and Global Ad Sales Force Is Latest Victim",11/3/14
26334,Microsoft watch prices double on eBay,11/3/14
26335,Video: Microsoft fires shots at Apple yet again in its latest ad,11/3/14
26336,Bill Gates&quot; $578M Planned Microsoft Stock Sale,11/3/14
26337,Apple shares hit new all-time intraday and closing highs,11/3/14
26338,Microsoft&quot;s Office 365 is rapidly capturing office docs space,11/3/14
26339,Microsoft releases 1Q15 earnings,11/3/14
26340,Microsoft Cloud is instrumental to future growth,11/3/14
26341,Is Microsoft stock worth including in your portfolio?,11/3/14
26342,Company Update: Google Inc (NASDAQ:GOOG) - Tablet Review: Amazon&quot;s Fire vs Google&quot;s Nexus 9,11/3/14
26343,Are Google Docs And Microsoft Office 365 Better With Soonr?,11/3/14
26344,Kenya&quot;s female graduate students to benefit from mentorship programme courtesy of Microsoft and other local partners,11/3/14
26345,Google Android Operating System Maintains Dominance,11/3/14
26346,Increased mobile adoption is expected to lead Microsoft&quot;s revenue,11/3/14
26347,"One Put, One Call Option To Know About for Microsoft",11/3/14
26348,"Apple Is Working on a New, Giant iPad",11/3/14
26349,"One Put, One Call Option To Know About for Microsoft",11/3/14
26350,In Court: Microsoft Corporation (MSFT) Vs. Samsung Electronics & Apple Inc. (AAPL) Vs. GT Advanced Technologies Inc (GTAT),11/3/14
26351,Company Update: Microsoft Corporation (NASDAQ:MSFT) - Technology Stock Roundup: FB/TWTR Crash in Earnings Aftermath,11/3/14
26352,Can Microsoft&quot;s Band Take Down Apple Watch?,11/3/14
26353,Samsung Claims Antitrust Concerns in Royalties Tiff with Microsoft,11/3/14
26354,Nobody Beats Amazon When It Comes to Subscription Services,11/3/14
26355,"Traders Are Watching: GoPro (NASDAQ:GPRO), Microsoft Corporation (NASDAQ:MSFT), Mylan (NASDAQ:MYL), Comerica Incorporated (NYSE:CMA), Mesa Laboratories (NASDAQ:MLAB)",11/3/14
26356,"Trader&quot;s Watch List: Microsoft Corporation (NASDAQ:MSFT), Alcoa (NYSE:AA), Selective Insurance Group (NASDAQ:SIGI), Century Communities (NYSE:CCS), Ryanair Holdings plc (NASDAQ:RYAAY)",11/3/14
26357,Apple among gainers as tech stocks rise,11/3/14
26358,"Original Apple Computer Could Fetch $600,000 at Auction",11/3/14
26359,"Microsoft stops selling Windows 7, 8",11/3/14
26360,"Eye Catching Stocks: Blucora (NASDAQ:BCOR), Microsoft Corporation (NASDAQ:MSFT), Tallgrass Energy Partners, LP (NYSE:TEP), Broadwind Energy (NASDAQ:BWEN), The Wet Seal  (NASDAQ:WTSL)",11/3/14
26361,"Top 10 most read: iPhone 6 v Samsung S5 v HTC M8, Google slams EU, Microsoft Band",11/3/14
26362,InPreflight for Adobe InDesign at 50% off on MacZOT until November 3,11/3/14
26363,3 Huge Tech Stocks on Traders&quot; Radars,11/3/14
26364,Nokia winds up production at Chennai factory after agreement with workers,11/3/14
26365,MDX Tech Unveils Server Contribution Platform,11/3/14
26366,Microsoft Band vs. Apple Watch vs. Jawbone Up vs. Fitbit Surge,11/3/14
26367,Why Apple has to keep reinventing itself,11/2/14
26368,Samsung goes to court to cancel Android contract with Microsoft,11/2/14
26369,The Wall Street Journal: Samsung asks judge to invalidate Microsoft contract,11/2/14
26370,Microsoft: A $99 Gaming-Capable Windows 8.1 Tablet Is Now A Reality,11/2/14
26371,iPad Air 2 vs. Surface Pro 3: Does Apple or Microsoft Need a Blockbuster Tablet More?,11/2/14
26372,Microsoft Nears 52-Week High,11/2/14
26373,Ginni Rometty Has A Plan To Turn IBM Around And She&quot;s Spending Billions Of Dollars On It,11/2/14
26374,Samsung says Microsoft broke promises with Nokia purchase,11/2/14
26375,"Tim Cook, Microsoft Band, Facebook&quot;s &quot;slow&quot; growth",11/1/14
26376,"Microsoft Universal Mobile Keyboard hands-on: Solid, but not quite universal",11/1/14
26377,"Still Chasing Amazon, Microsoft&quot;s Cloud Revenue Growth Rate Is &quot;Truly Impressive&quot;",11/1/14
26378,"Apple&quot;s 12.2-inch &quot;iPad Pro&quot; to be as thin as an iPhone, offer enhanced audio, sources say",11/1/14
26379,Samsung Responds To Microsoft&quot;s Complaint,11/1/14
26380,"Microsoft unveils fitness gadget, health tracking",11/1/14
26381,Samsung Asks Judge to Invalidate Microsoft Contract,11/1/14
26382,"Microsoft unveils Apple Watch rival that works with iOS, Android",11/1/14
26383,Why some investors can&quot;t say goodbye to BlackBerry,10/31/14
26384,Company Update: Microsoft Corporation (NASDAQ:MSFT) - Microsoft promises new Office for Macs next year,10/31/14
26385,Microsoft Trims Some Ad Sales Positions,10/31/14
26386,Bank of Japan Bails Out October,10/31/14
26387,"Satya Nadella, Here&quot;s How To Get Women To Come Back To Microsoft",10/31/14
26388,Apple shares hit new all-time intraday and closing highs,10/31/14
26389,Microsoft Ad Sales Layoffs Number in Low Triple Digits,10/31/14
26390,Microsoft says it delayed updating Office for Macs to focus on smartphones and tablets,10/31/14
26391,Microsoft promises new Office for Macs next year,10/31/14
26392,"From rumor to out: Tim Cook reminds us that ""unpublishable"" facts don&quot;t live in an vacuum online",10/31/14
26393,Samsung says Microsoft deal invites &quot;charges of collusion&quot; -filing,10/31/14
26394,Samsung says Microsoft deal invites &quot;charges of collusion&quot;: filing,10/31/14
26395,Samsung says Microsoft deal invites &quot;charges of collusion&quot;: filing,10/31/14
26396,"Microsoft dismisses entire global ad sales team, Business Insider says",10/31/14
26397,"Dow 30 Stock Roundup: DuPont, Merck, Pfizer Beat Estimates - Analyst Blog",10/31/14
26398,Microsoft Stops Selling Windows 8 And Windows 7,10/31/14
26399,Microsoft Outlook redesign and new Office in 2015,10/31/14
26400,Microsoft&quot;s Surface Pro 3 Finally Gets It Right,10/31/14
26401,"Amazon.com, Inc. (AMZN) Cloud Dominance Under Threat From Google Inc. (GOOGL)",10/31/14
26402,The Apple Watch Just Got the Perfect Rival: Microsoft&quot;s Band,10/31/14
26403,7A Ways Satya Nadella&quot;s Microsoft Is Completely Transformed,10/31/14
26404,Short Interest in Microsoft Declines By 11.7% (MSFT),10/31/14
26405,Microsoft Intros Cross-Platform Fitness App and Wearable,10/31/14
26406,"Apple CEO comes out, to praise",10/31/14
26407,Microsoft Just Launched a Huge Attack Against Google and Dropbox,10/31/14
26408,Microsoft Is Rising Again,10/30/14
26409,Microsoft watch beats Apple to market,10/30/14
26410,"Microsoft Band Isn&quot;t a Fitness Tracker, It&quot;s a Trojan Horse for Software",10/30/14
26411,"Microsoft Band Isn&quot;t a Fitness Tracker, It&quot;s a Trojan Horse for Software",10/30/14
26412,"Microsoft moves swiftly to launch Band wearable, jumps ahead of the Apple Watch",10/30/14
26413,"Microsoft moves swiftly to launch Band wearable, jumps ahead of the Apple Watch",10/30/14
26414,Blackberry CEO Writes Open Letter To Generate Buzz For Classic&quot;s Launch,10/30/14
26415,Microsoft Band is a seriously smart fitness tracker (hands-on),10/30/14
26416,Markets Rally On Better-Than-Expected GDP; Dow Has Best Close In Over A Month,10/30/14
26417,"A First Look at Microsoft Band, a Complete $199 Fitness Smartwatch",10/30/14
26418,Microsoft and Nintendo Jump Into Health Tech,10/30/14
26419,Ingram Micro Joins Microsoft Cloud Solution Provider Program,10/30/14
26420,Microsoft and Nintendo jump into health tech,10/30/14
26421,"A first look at Microsoft Band, a complete $199 fitness smartwatch (hands-on)",10/30/14
26422,"Stock Update: Microsoft Corporation (NASDAQ:MSFT) - Microsoft unveils fitness gadget, health tracking",10/30/14
26423,"US stocks rise as Dow closes up 222 points, lifted by Visa, upbeat data",10/30/14
26424,"Microsoft Band will track health, pay for coffee",10/30/14
